MAV,RMS,V,WL,SSC,IEMG,LOGVAR,PF,TP,SE,FR,BW,PSD,P2P,MOV
0.001005,0.001278,0.000002,6.900800,5013.000000,10.047200,-13.325100,120.000000,0.000003,7.739700,0.203490,0.000000,0.000003,0.000774,reposo
0.001288,0.001710,0.000003,9.727300,5035.000000,12.884200,-12.742600,120.000000,0.000006,7.743100,0.173980,0.000000,0.000006,0.000822,reposo
0.003923,0.009403,0.000088,26.690200,4984.000000,39.233000,-9.333500,120.000000,0.000177,7.740000,0.239260,-199.200000,0.000177,0.001061,palma
0.007146,0.017543,0.000308,44.302700,4911.000000,71.460300,-8.086100,42.800000,0.000615,7.673900,0.284970,-98.200000,0.000615,0.002426,palma
0.013488,0.031485,0.000991,78.581700,4911.000000,134.877100,-6.916400,41.400000,0.001983,7.670800,0.243050,-173.200000,0.001983,0.004104,palma
0.008589,0.023569,0.000556,52.003500,5043.000000,85.894800,-7.495600,36.000000,0.001111,7.713100,0.244760,-174.600000,0.001111,0.003315,palma
0.011139,0.027262,0.000743,63.499500,4917.000000,111.391100,-7.204400,167.800000,0.001486,7.709100,0.256990,-258.000000,0.001486,0.003009,palma
0.010160,0.023995,0.000576,55.218200,4963.000000,101.603700,-7.459700,35.400000,0.001151,7.710600,0.253120,-274.400000,0.001151,0.002712,palma
0.012090,0.027906,0.000779,59.421300,4922.000000,120.903800,-7.157800,36.000000,0.001557,7.614400,0.297890,-94.600000,0.001557,0.005230,palma
0.002264,0.003744,0.000014,13.376700,4946.000000,22.636100,-11.174900,120.000000,0.000028,7.669300,0.310240,0.000000,0.000028,0.000875,palma
0.008001,0.026014,0.000677,39.160300,4894.000000,80.006100,-7.298100,32.800000,0.001354,7.669300,0.231920,-19.000000,0.001354,0.004137,palma
0.002960,0.003874,0.000015,12.597400,4960.000000,29.604100,-11.106800,25.400000,0.000030,7.561600,0.262290,-96.400000,0.000030,0.001007,palma
0.011058,0.022220,0.000494,54.349100,4888.000000,110.584000,-7.613400,34.600000,0.000987,7.616500,0.261350,-10.000000,0.000987,0.004461,palma
0.011961,0.028387,0.000806,55.815600,4969.000000,119.609200,-7.123600,32.800000,0.001612,7.645200,0.236140,-9.800000,0.001612,0.004915,palma
0.013025,0.029459,0.000868,63.389500,4811.000000,130.245600,-7.049400,25.800000,0.001736,7.666200,0.265710,-111.800000,0.001736,0.004277,palma
0.005738,0.013292,0.000177,22.521000,4869.000000,57.381700,-8.641100,35.600000,0.000353,7.590800,0.279440,-16.000000,0.000353,0.002364,palma
0.007911,0.015747,0.000248,28.383200,4717.000000,79.111200,-8.302100,29.200000,0.000496,7.601700,0.263860,-17.600000,0.000496,0.002845,palma
0.009432,0.018333,0.000336,42.945300,4736.000000,94.318300,-7.998000,31.400000,0.000672,7.648300,0.244550,-14.400000,0.000672,0.002993,palma
0.005894,0.013324,0.000178,20.309800,4794.000000,58.939800,-8.636300,30.800000,0.000355,7.628800,0.257880,-22.000000,0.000355,0.002254,palma
0.004025,0.005133,0.000026,13.131400,4779.000000,40.253400,-10.544200,27.800000,0.000053,7.412100,0.263900,-99.400000,0.000053,0.001237,palma
0.002989,0.004505,0.000020,9.677800,4885.000000,29.892000,-10.804900,33.000000,0.000041,7.693700,0.255870,-97.600000,0.000041,0.001030,palma
0.017641,0.039760,0.001581,79.105000,4800.000000,176.407800,-6.449700,38.600000,0.003162,7.611300,0.232410,-19.200000,0.003162,0.007109,palma
0.009619,0.022968,0.000528,44.255500,4768.000000,96.195500,-7.547200,33.600000,0.001055,7.639400,0.249500,-82.600000,0.001055,0.003727,palma
0.008763,0.021903,0.000480,42.091300,4910.000000,87.628700,-7.642200,34.200000,0.000959,7.667100,0.245480,-108.600000,0.000959,0.004156,palma
0.009468,0.021865,0.000478,46.421900,4968.000000,94.681300,-7.645700,28.800000,0.000956,7.687900,0.239780,-68.400000,0.000956,0.003915,palma
0.009772,0.021765,0.000474,49.014200,4984.000000,97.715300,-7.654800,26.600000,0.000947,7.649300,0.262540,-151.200000,0.000947,0.003067,palma
0.005624,0.013486,0.000182,22.855500,5010.000000,56.236800,-8.612100,29.400000,0.000364,7.667700,0.261680,-94.200000,0.000364,0.002475,palma
0.011146,0.024360,0.000593,49.740700,4906.000000,111.457500,-7.429600,36.800000,0.001187,7.629600,0.265950,-144.400000,0.001187,0.004152,palma
0.009697,0.023103,0.000534,46.909600,4926.000000,96.971200,-7.535500,29.000000,0.001068,7.658300,0.266750,-126.000000,0.001068,0.003955,palma
0.007256,0.017490,0.000306,34.509300,4913.000000,72.559000,-8.092100,35.000000,0.000612,7.701800,0.247220,-128.000000,0.000612,0.002607,palma
0.007815,0.018231,0.000332,35.976000,4926.000000,78.148100,-8.009100,28.400000,0.000665,7.865000,0.260570,-77.800000,0.000665,0.003268,palma
0.003484,0.007874,0.000062,13.670200,4892.000000,34.844200,-9.688200,31.800000,0.000124,7.690000,0.258140,-101.200000,0.000124,0.001295,palma
0.006680,0.015271,0.000233,31.365900,4886.000000,66.804500,-8.363500,31.200000,0.000466,7.645900,0.269770,-104.800000,0.000466,0.002527,palma
0.003665,0.009138,0.000084,14.653900,4910.000000,36.653100,-9.390500,33.400000,0.000167,7.680400,0.252040,-94.000000,0.000167,0.001692,palma
0.004199,0.012972,0.000168,16.911600,4842.000000,41.991700,-8.689800,23.200000,0.000337,7.626400,0.225540,-108.800000,0.000337,0.001873,palma
0.006207,0.013271,0.000176,31.465200,4935.000000,62.071000,-8.644300,34.400000,0.000352,7.663100,0.258530,-21.600000,0.000352,0.002428,palma
0.002240,0.004186,0.000018,9.530900,4937.000000,22.398900,-10.951900,120.000000,0.000035,7.555200,0.337550,-88.800000,0.000035,0.000873,palma
0.005360,0.012939,0.000167,26.807900,4832.000000,53.598700,-8.694900,27.200000,0.000335,7.697500,0.240200,-242.600000,0.000335,0.001377,palma
0.027156,0.055679,0.003100,107.383100,4898.000000,271.563800,-5.776200,32.000000,0.006200,7.516300,0.307570,-20.200000,0.006200,0.011301,palma
0.003614,0.007453,0.000056,20.835300,5032.000000,36.138900,-9.798100,25.600000,0.000111,7.623800,0.214620,-101.200000,0.000111,0.001607,palma
0.007975,0.018425,0.000340,46.018800,4975.000000,79.748000,-7.987900,33.400000,0.000679,7.749400,0.253600,-66.400000,0.000679,0.003011,palma
0.007263,0.017030,0.000290,44.796100,4953.000000,72.632600,-8.145500,31.200000,0.000580,7.728500,0.239790,-224.600000,0.000580,0.002038,palma
0.005579,0.013521,0.000183,30.528200,4752.000000,55.789200,-8.606900,24.600000,0.000366,7.702300,0.256610,-153.800000,0.000366,0.001633,palma
0.011114,0.027044,0.000731,59.021400,4899.000000,111.143800,-7.220500,35.600000,0.001463,7.706000,0.250890,-141.400000,0.001463,0.004061,palma
0.005834,0.010206,0.000104,23.517400,4897.000000,58.340100,-9.169500,28.600000,0.000208,7.704500,0.251210,-127.200000,0.000208,0.001375,palma
0.007433,0.016717,0.000279,35.812000,4762.000000,74.326900,-8.182600,29.400000,0.000559,7.675200,0.261260,-9.200000,0.000559,0.002862,palma
0.008503,0.018206,0.000331,39.838700,4853.000000,85.033200,-8.011900,39.600000,0.000663,7.685000,0.249860,-73.800000,0.000663,0.003208,palma
0.004238,0.009780,0.000096,16.116700,4879.000000,42.377800,-9.254700,36.200000,0.000191,7.703900,0.232650,-101.800000,0.000191,0.001329,palma
0.009179,0.022882,0.000524,43.912000,4871.000000,91.792600,-7.554700,30.600000,0.001047,7.606300,0.256350,-10.400000,0.001047,0.004709,palma
0.004778,0.010856,0.000118,19.510900,4906.000000,47.780100,-9.046000,26.200000,0.000236,7.689800,0.309600,-138.400000,0.000236,0.001371,palma
0.005265,0.011734,0.000138,22.195900,4866.000000,52.652200,-8.890500,29.200000,0.000275,7.552000,0.233860,-17.800000,0.000275,0.002193,palma
0.005079,0.011090,0.000123,17.936700,4903.000000,50.793200,-9.003300,33.800000,0.000246,7.570400,0.284410,-20.800000,0.000246,0.001994,palma
0.003287,0.004143,0.000017,11.515900,4863.000000,32.872100,-10.972400,27.600000,0.000034,7.421300,0.296820,-100.000000,0.000034,0.000853,palma
0.013770,0.029753,0.000885,61.213100,4897.000000,137.696800,-7.029500,40.800000,0.001770,7.579400,0.311110,-161.000000,0.001770,0.004138,palma
0.011370,0.028433,0.000809,64.722000,5069.000000,113.700500,-7.120300,29.400000,0.001617,7.664900,0.226080,-190.800000,0.001617,0.003427,palma
0.006112,0.018044,0.000326,34.799800,5119.000000,61.118200,-8.029700,34.800000,0.000651,7.662900,0.256740,-145.000000,0.000651,0.002460,palma
0.012636,0.030960,0.000959,69.208100,4989.000000,126.359700,-6.950000,28.600000,0.001917,7.682300,0.291100,-112.600000,0.001917,0.004792,palma
0.006077,0.020440,0.000418,27.667700,5099.000000,60.766400,-7.780400,37.200000,0.000836,7.666900,0.191110,-16.000000,0.000836,0.003539,palma
0.011848,0.029440,0.000867,54.656500,4970.000000,118.476200,-7.050700,29.000000,0.001733,7.614800,0.265940,-15.400000,0.001733,0.005770,palma
0.004125,0.011593,0.000134,15.659300,5013.000000,41.250300,-8.914600,34.400000,0.000269,7.474800,0.246290,-21.200000,0.000269,0.001877,palma
0.006301,0.013719,0.000188,28.941500,4987.000000,63.012400,-8.577900,28.200000,0.000376,7.701600,0.243060,-74.400000,0.000376,0.002206,palma
0.011102,0.025060,0.000628,56.288700,4929.000000,111.022900,-7.372900,33.200000,0.001256,7.716900,0.253660,-198.000000,0.001256,0.003071,palma
0.005112,0.011590,0.000134,22.313400,4915.000000,51.120900,-8.915100,30.000000,0.000269,7.694500,0.246630,-13.000000,0.000269,0.002145,palma
0.005938,0.014701,0.000216,26.251900,4917.000000,59.375200,-8.439600,31.800000,0.000432,7.634700,0.290470,-170.800000,0.000432,0.001845,palma
0.004306,0.007083,0.000050,15.643000,4937.000000,43.055400,-9.900100,26.800000,0.000100,7.637400,0.297050,-97.800000,0.000100,0.001364,palma
0.006939,0.015816,0.000250,29.161600,4853.000000,69.391100,-8.293300,27.600000,0.000500,7.588300,0.270670,-7.800000,0.000500,0.003149,palma
0.006783,0.013617,0.000185,27.432400,4908.000000,67.831800,-8.592800,27.200000,0.000371,7.610500,0.253070,-23.200000,0.000371,0.002407,palma
0.004802,0.009028,0.000082,20.690500,4951.000000,48.016100,-9.414700,120.000000,0.000163,7.642700,0.261060,-98.000000,0.000163,0.001486,palma
0.014111,0.028459,0.000810,66.973000,4898.000000,141.108700,-7.118500,33.200000,0.001620,7.632300,0.260430,-109.200000,0.001620,0.004333,palma
0.003449,0.004431,0.000020,12.482800,4888.000000,34.486100,-10.838200,28.000000,0.000039,7.479600,0.302130,-96.200000,0.000039,0.001143,palma
0.006407,0.014545,0.000212,23.436700,4877.000000,64.074200,-8.460900,31.600000,0.000423,7.494900,0.294040,-9.400000,0.000423,0.003290,palma
0.005357,0.009336,0.000087,21.799000,4947.000000,53.565900,-9.347600,36.800000,0.000174,7.580200,0.279400,-95.800000,0.000174,0.001840,palma
0.003841,0.004893,0.000024,12.873400,4931.000000,38.408800,-10.639800,33.800000,0.000048,7.440800,0.282390,-98.200000,0.000048,0.001099,palma
0.008554,0.031337,0.000982,30.398600,4873.000000,85.537600,-6.925800,33.000000,0.001964,7.570000,0.271500,-22.000000,0.001964,0.004766,palma
0.011520,0.025972,0.000675,48.568800,4938.000000,115.199600,-7.301400,29.800000,0.001349,7.588400,0.282000,-15.600000,0.001349,0.005017,palma
0.007822,0.015316,0.000235,33.468700,4841.000000,78.219100,-8.357600,28.600000,0.000469,7.628000,0.278340,-95.400000,0.000469,0.002924,palma
0.007275,0.017645,0.000311,27.671300,4832.000000,72.755200,-8.074500,28.800000,0.000623,7.592200,0.249560,-16.200000,0.000623,0.002993,palma
0.009374,0.019803,0.000392,39.374200,4796.000000,93.737700,-7.843700,35.800000,0.000784,7.674300,0.258240,-18.000000,0.000784,0.003650,palma
0.013380,0.027817,0.000774,54.610500,4861.000000,133.799600,-7.164100,32.200000,0.001548,7.562900,0.300250,-19.800000,0.001548,0.005132,palma
0.016499,0.038330,0.001469,72.214800,4853.000000,164.985200,-6.522900,38.200000,0.002938,7.630700,0.274110,-108.800000,0.002938,0.005990,palma
0.009976,0.014879,0.000221,50.219800,4950.000000,99.757200,-8.415600,32.000000,0.000443,7.606500,0.240650,-19.400000,0.000443,0.002919,palma
0.010749,0.022110,0.000489,41.481500,4882.000000,107.485100,-7.623400,38.000000,0.000978,7.598200,0.255310,-24.000000,0.000978,0.004429,palma
0.009254,0.022190,0.000492,46.703900,4918.000000,92.539100,-7.616100,34.600000,0.000985,7.685300,0.285330,-149.600000,0.000985,0.003453,palma
0.027040,0.052559,0.002763,131.307100,4982.000000,270.403900,-5.891500,26.600000,0.005525,7.666900,0.280550,-191.000000,0.005525,0.007341,palma
0.015885,0.027185,0.000739,79.844700,4998.000000,158.845300,-7.210100,34.800000,0.001478,7.708800,0.247060,-104.000000,0.001478,0.004314,palma
0.005192,0.013435,0.000181,22.393300,4845.000000,51.920300,-8.619700,31.800000,0.000361,7.805300,0.238560,-98.600000,0.000361,0.002209,palma
0.009326,0.022248,0.000495,41.681500,4949.000000,93.261300,-7.610900,30.000000,0.000990,7.636900,0.270070,-2.400000,0.000990,0.004996,palma
0.004892,0.010853,0.000118,25.474000,4920.000000,48.920800,-9.046500,36.200000,0.000236,7.717300,0.236500,-173.200000,0.000236,0.001368,palma
0.004752,0.010619,0.000113,21.600900,4942.000000,47.518300,-9.090100,40.400000,0.000226,7.718300,0.274200,-150.000000,0.000226,0.001320,palma
0.016663,0.039308,0.001545,60.565500,5013.000000,166.627400,-6.472600,37.000000,0.003090,7.484800,0.307530,-3.000000,0.003090,0.009495,palma
0.012301,0.017066,0.000291,58.023000,4916.000000,123.009100,-8.141200,32.200000,0.000583,7.590400,0.310790,-109.600000,0.000583,0.003457,palma
0.009342,0.020302,0.000412,56.287900,4956.000000,93.416400,-7.794000,26.800000,0.000824,7.732400,0.245430,-214.200000,0.000824,0.002639,palma
0.011499,0.027495,0.000756,69.214000,4973.000000,114.993200,-7.187400,39.000000,0.001512,7.737700,0.228290,-264.800000,0.001512,0.003411,palma
0.003550,0.006258,0.000039,20.419700,4997.000000,35.500200,-10.147900,120.000000,0.000078,7.735400,0.265810,-204.400000,0.000078,0.000940,palma
0.007014,0.017835,0.000318,34.012500,4971.000000,70.140400,-8.053100,33.400000,0.000636,7.634800,0.247470,-94.000000,0.000636,0.002866,palma
0.004899,0.013870,0.000192,22.900700,5126.000000,48.993400,-8.555900,35.200000,0.000385,7.655400,0.296500,-89.600000,0.000385,0.002234,palma
0.007864,0.014031,0.000197,42.256500,4954.000000,78.644800,-8.532900,29.600000,0.000394,7.652700,0.283690,-184.200000,0.000394,0.001872,palma
0.015135,0.032135,0.001033,79.360700,5054.000000,151.354500,-6.875500,29.800000,0.002065,7.703400,0.271600,-121.600000,0.002065,0.005301,palma
0.013349,0.030362,0.000922,66.035400,4973.000000,133.487400,-6.989000,29.200000,0.001844,7.664800,0.266840,-202.000000,0.001844,0.003900,palma
0.005348,0.010777,0.000116,24.557100,4932.000000,53.482400,-9.060500,38.200000,0.000232,7.630700,0.267830,-22.400000,0.000232,0.001952,palma
0.012267,0.026432,0.000699,62.528600,4881.000000,122.665000,-7.266300,32.200000,0.001397,7.634400,0.254360,-90.000000,0.001397,0.004599,palma
0.002668,0.006532,0.000043,11.771100,5021.000000,26.682600,-10.061900,38.200000,0.000085,7.769900,0.255250,-157.800000,0.000085,0.000859,palma
0.013610,0.029293,0.000858,74.331500,5005.000000,136.097600,-7.060700,30.600000,0.001716,7.714000,0.277030,-181.000000,0.001716,0.003916,palma
0.006740,0.014060,0.000198,34.301900,5014.000000,67.399900,-8.528700,38.000000,0.000395,7.716200,0.265050,-171.200000,0.000395,0.002165,palma
0.007887,0.018422,0.000339,38.209400,5060.000000,78.871100,-7.988300,29.200000,0.000679,7.662300,0.276090,-3.600000,0.000679,0.003730,palma
0.005410,0.011960,0.000143,23.330700,4941.000000,54.099700,-8.852300,37.000000,0.000286,7.594800,0.309530,-99.600000,0.000286,0.001923,palma
0.005510,0.011980,0.000144,24.815200,4993.000000,55.098300,-8.848900,31.000000,0.000287,7.750900,0.280820,-103.400000,0.000287,0.001821,palma
0.013956,0.034790,0.001210,60.627000,4845.000000,139.563900,-6.716800,28.000000,0.002421,7.548800,0.317180,-90.000000,0.002421,0.005495,palma
0.008808,0.019437,0.000378,41.632800,4972.000000,88.083000,-7.881100,36.600000,0.000756,7.662400,0.274690,-182.200000,0.000756,0.002213,palma
0.012257,0.029652,0.000879,63.058700,5051.000000,122.575000,-7.036400,40.000000,0.001759,7.691400,0.259090,-127.600000,0.001759,0.004581,palma
0.013839,0.028691,0.000823,67.540200,4959.000000,138.385300,-7.102200,28.800000,0.001646,7.680000,0.285020,-121.600000,0.001646,0.004862,palma
0.007244,0.015420,0.000238,32.750400,4911.000000,72.443200,-8.344100,32.600000,0.000476,7.711300,0.241510,-135.600000,0.000476,0.002242,palma
0.004443,0.005698,0.000032,15.920100,4797.000000,44.430800,-10.335100,23.800000,0.000065,7.476900,0.252560,-98.400000,0.000065,0.001209,palma
0.007840,0.015150,0.000230,37.637600,4925.000000,78.397100,-8.379400,31.200000,0.000459,7.674600,0.265350,-156.600000,0.000459,0.002090,palma
0.006316,0.014677,0.000215,23.945000,4952.000000,63.159800,-8.442800,32.800000,0.000431,7.611300,0.271160,-26.000000,0.000431,0.002325,palma
0.005369,0.010662,0.000114,21.252600,4965.000000,53.693500,-9.082000,26.800000,0.000227,7.673200,0.270030,-97.200000,0.000227,0.001801,palma
0.006499,0.012207,0.000149,25.228400,4849.000000,64.990400,-8.811400,30.200000,0.000298,7.654600,0.272640,-101.000000,0.000298,0.002004,palma
0.005133,0.007355,0.000054,20.118700,4874.000000,51.328400,-9.824800,27.400000,0.000108,7.577900,0.251610,-96.200000,0.000108,0.001666,palma
0.009068,0.022107,0.000489,37.968300,4857.000000,90.682500,-7.623600,30.800000,0.000977,7.606300,0.223660,-15.000000,0.000977,0.004265,palma
0.011362,0.022530,0.000508,59.564100,4922.000000,113.620100,-7.585700,31.400000,0.001015,7.782000,0.231650,-134.400000,0.001015,0.003148,palma
0.007258,0.017412,0.000303,33.044300,5028.000000,72.581900,-8.101000,30.400000,0.000606,7.768100,0.252260,-19.400000,0.000606,0.002942,palma
0.004865,0.010080,0.000102,21.039300,4937.000000,48.654400,-9.194400,30.400000,0.000203,7.650100,0.277920,-111.200000,0.000203,0.001590,palma
0.008452,0.017548,0.000308,40.352700,4950.000000,84.520100,-8.085500,23.800000,0.000616,7.786600,0.260350,-165.800000,0.000616,0.002303,palma
0.006538,0.013200,0.000174,23.912000,4932.000000,65.376000,-8.655000,32.000000,0.000348,7.558100,0.270730,-7.400000,0.000348,0.003187,palma
0.007418,0.014617,0.000214,30.952800,4971.000000,74.183400,-8.451100,37.200000,0.000427,7.645400,0.249220,-20.200000,0.000427,0.002537,palma
0.009961,0.020225,0.000409,44.776600,4978.000000,99.610600,-7.801600,26.200000,0.000818,7.670200,0.259760,-19.000000,0.000818,0.003951,palma
0.007707,0.011649,0.000136,29.877200,4901.000000,77.071500,-8.905000,29.600000,0.000271,7.565700,0.279530,-16.200000,0.000271,0.002821,palma
0.007213,0.015079,0.000227,33.491400,4896.000000,72.134000,-8.388700,33.200000,0.000455,7.685400,0.249820,-16.600000,0.000455,0.002480,palma
0.004113,0.009008,0.000081,18.673700,5001.000000,41.130300,-9.419300,34.600000,0.000162,7.729800,0.246200,-166.400000,0.000162,0.001128,palma
0.007737,0.016289,0.000265,34.915000,4888.000000,77.371800,-8.234500,31.800000,0.000531,7.678800,0.287490,-110.400000,0.000531,0.002260,palma
0.006519,0.013181,0.000174,29.362400,4940.000000,65.185700,-8.657800,35.200000,0.000347,7.671300,0.262990,-227.400000,0.000347,0.001667,palma
0.006902,0.014451,0.000209,30.721100,4919.000000,69.015800,-8.473800,35.800000,0.000418,7.682500,0.243890,-127.200000,0.000418,0.002068,palma
0.007469,0.013005,0.000169,32.863500,4921.000000,74.688100,-8.684700,28.800000,0.000338,7.667700,0.268780,-175.400000,0.000338,0.001818,palma
0.005601,0.013519,0.000183,18.863100,4909.000000,56.006700,-8.607300,25.600000,0.000366,7.589500,0.228980,-21.000000,0.000366,0.002533,palma
0.008474,0.016353,0.000267,33.745600,4935.000000,84.739300,-8.226600,36.400000,0.000535,7.578700,0.289650,-108.000000,0.000535,0.002556,palma
0.022442,0.039219,0.001538,114.350500,4966.000000,224.420900,-6.477100,36.000000,0.003076,7.679800,0.264700,-110.400000,0.003076,0.006397,palma
0.010765,0.020480,0.000419,54.498400,4891.000000,107.648300,-7.776600,32.200000,0.000839,7.698100,0.275340,-171.000000,0.000839,0.002818,palma
0.010854,0.030203,0.000912,41.273300,4953.000000,108.537000,-6.999500,34.600000,0.001824,7.515800,0.274690,-21.800000,0.001824,0.005308,palma
0.012956,0.024134,0.000583,64.384400,4917.000000,129.563900,-7.448200,29.600000,0.001165,7.687900,0.259880,-74.400000,0.001165,0.004764,palma
0.008341,0.013412,0.000180,35.919300,5021.000000,83.414500,-8.623200,23.800000,0.000360,7.626400,0.283370,-120.200000,0.000360,0.001855,palma
0.009979,0.018614,0.000347,46.258200,4945.000000,99.790000,-7.967600,28.000000,0.000693,7.642400,0.278070,-157.400000,0.000693,0.002706,palma
0.016441,0.031773,0.001010,78.477500,4956.000000,164.408100,-6.898200,34.000000,0.002019,7.653400,0.271130,-69.400000,0.002019,0.005847,palma
0.009241,0.019694,0.000388,39.436800,4903.000000,92.410100,-7.854800,34.400000,0.000776,7.664400,0.254450,-125.000000,0.000776,0.003268,palma
0.013469,0.028177,0.000794,60.526200,4922.000000,134.694400,-7.138400,43.800000,0.001588,7.666000,0.265830,-111.200000,0.001588,0.003677,palma
0.023205,0.047470,0.002254,110.103400,4946.000000,232.046100,-6.095200,30.600000,0.004507,7.764100,0.258340,-112.000000,0.004507,0.007539,palma
0.017128,0.030507,0.000931,89.034000,4965.000000,171.283500,-6.979500,37.600000,0.001861,7.678200,0.262520,-154.400000,0.001861,0.004047,palma
0.020867,0.039723,0.001578,93.821400,4995.000000,208.671400,-6.451500,32.000000,0.003156,7.617200,0.254750,-15.200000,0.003156,0.007790,palma
0.004062,0.008890,0.000079,19.059700,5105.000000,40.620000,-9.445600,25.200000,0.000158,7.748200,0.249420,-155.800000,0.000158,0.001351,palma
0.006891,0.011374,0.000129,25.490100,4955.000000,68.911000,-8.952800,20.800000,0.000259,7.680500,0.253390,-142.200000,0.000259,0.001620,palma
0.014608,0.028678,0.000823,75.274800,4894.000000,146.078500,-7.103100,29.400000,0.001645,7.748700,0.259630,-185.600000,0.001645,0.004083,palma
0.009629,0.020609,0.000425,39.261900,4891.000000,96.286600,-7.763900,38.600000,0.000849,7.583900,0.263760,-147.600000,0.000849,0.003138,palma
